Comment,Test,Validation,Training,Correct,AUC,MCC,F1,AVP,TPR,TNR,Prec,Rec,Confusion matrix,LR,Duration (s),Timestamp
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.85,0.888,0.233,0.12,0.5770000000000001,0.064,1.0,1.0,0.064,"[[246   0]
 [ 44   3]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-11 00:04:32.850233
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.505,0.838,0.262,0.37799999999999995,0.519,0.917,0.424,0.23800000000000002,0.917,"[[104 141]
 [  4  44]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",42,2019-05-11 00:04:52.863993
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.836,0.7020000000000001,0.0,0.0,0.42,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",63,2019-05-11 00:05:13.597791
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.84,0.87,0.0,0.0,0.527,0.0,1.0,,0.0,"[[246   0]
 [ 47   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",83,2019-05-11 00:05:33.665107
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.8220000000000001,0.742,0.285,0.35,0.52,0.259,0.95,0.5379999999999999,0.259,"[[226  12]
 [ 40  14]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",104,2019-05-11 00:05:54.485778
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.7709999999999999,0.888,0.5479999999999999,0.584,0.557,1.0,0.728,0.41200000000000003,1.0,"[[179  67]
 [  0  47]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",23,2019-05-11 00:06:24.753707
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.836,0.805,0.0,0.0,0.379,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",44,2019-05-11 00:06:45.790012
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.16399999999999998,0.5,0.0,0.282,0.16399999999999998,1.0,0.0,0.16399999999999998,1.0,"[[  0 245]
 [  0  48]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",65,2019-05-11 00:07:06.817934
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.836,0.873,0.473,0.564,0.583,0.66,0.87,0.49200000000000005,0.66,"[[214  32]
 [ 16  31]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",85,2019-05-11 00:07:27.463726
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.815,0.8370000000000001,0.0,0.0,0.509,0.0,1.0,,0.0,"[[238   0]
 [ 54   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",105,2019-05-11 00:07:47.545098
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.84,0.848,0.155,0.145,0.428,0.085,0.9840000000000001,0.5,0.085,"[[242   4]
 [ 43   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-11 00:08:15.803454
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.836,0.752,0.0,0.0,0.33299999999999996,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",42,2019-05-11 00:08:35.564361
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.836,0.722,0.0,0.0,0.456,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",62,2019-05-11 00:08:55.534900
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.46399999999999997,0.804,0.289,0.375,0.35100000000000003,1.0,0.36200000000000004,0.23,1.0,"[[ 89 157]
 [  0  47]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",83,2019-05-11 00:09:16.262846
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.815,0.795,0.0,0.0,0.445,0.0,1.0,,0.0,"[[238   0]
 [ 54   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",103,2019-05-11 00:09:36.692139
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.84,0.883,0.0,0.0,0.596,0.0,1.0,,0.0,"[[246   0]
 [ 47   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",23,2019-05-11 00:10:07.428435
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.836,0.7440000000000001,0.0,0.0,0.319,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",44,2019-05-11 00:10:28.379772
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.836,0.799,0.0,0.0,0.5,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",65,2019-05-11 00:10:48.962574
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.457,0.7979999999999999,0.284,0.37200000000000005,0.539,1.0,0.354,0.228,1.0,"[[ 87 159]
 [  0  47]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",86,2019-05-11 00:11:09.739135
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.818,0.7959999999999999,0.264,0.32899999999999996,0.5920000000000001,0.24100000000000002,0.95,0.52,0.24100000000000002,"[[226  12]
 [ 41  13]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",105,2019-05-11 00:11:29.001797
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.826,0.84,0.159,0.215,0.41,0.149,0.955,0.389,0.149,"[[235  11]
 [ 40   7]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",24,2019-05-11 00:11:59.188222
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.836,0.758,0.0,0.0,0.34,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",44,2019-05-11 00:12:19.108811
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.823,0.7559999999999999,0.095,0.133,0.335,0.083,0.9670000000000001,0.33299999999999996,0.083,"[[237   8]
 [ 44   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",65,2019-05-11 00:12:39.811101
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.85,0.787,0.462,0.551,0.6759999999999999,0.574,0.902,0.529,0.574,"[[222  24]
 [ 20  27]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",86,2019-05-11 00:13:00.603520
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.815,0.818,0.0,0.0,0.424,0.0,1.0,,0.0,"[[238   0]
 [ 54   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",106,2019-05-11 00:13:20.719451
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.22899999999999998,0.628,0.11800000000000001,0.294,0.20800000000000002,1.0,0.081,0.172,1.0,"[[ 20 226]
 [  0  47]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",23,2019-05-11 00:13:49.736117
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.836,0.7609999999999999,0.0,0.0,0.342,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",43,2019-05-11 00:14:10.226578
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.823,0.665,-0.052000000000000005,0.0,0.235,0.0,0.9840000000000001,0.0,0.0,"[[241   4]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",65,2019-05-11 00:14:31.268241
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.84,0.833,0.0,0.0,0.635,0.0,1.0,,0.0,"[[246   0]
 [ 47   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",85,2019-05-11 00:14:51.357463
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.836,0.853,0.55,0.636,0.573,0.778,0.8490000000000001,0.5379999999999999,0.778,"[[202  36]
 [ 12  42]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",105,2019-05-11 00:15:11.734481
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.7440000000000001,0.795,0.33399999999999996,0.45299999999999996,0.369,0.66,0.76,0.344,0.66,"[[187  59]
 [ 16  31]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",23,2019-05-11 00:15:40.748421
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.836,0.718,0.0,0.0,0.368,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",44,2019-05-11 00:16:01.687848
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.836,0.67,0.0,0.0,0.34700000000000003,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",64,2019-05-11 00:16:21.406633
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.812,0.871,-0.073,0.0,0.473,0.0,0.9670000000000001,0.0,0.0,"[[238   8]
 [ 47   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",84,2019-05-11 00:16:41.396212
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.815,0.741,0.0,0.0,0.32,0.0,1.0,,0.0,"[[238   0]
 [ 54   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",104,2019-05-11 00:17:01.076428
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.768,0.743,0.16699999999999998,0.306,0.392,0.319,0.8540000000000001,0.294,0.319,"[[210  36]
 [ 32  15]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",23,2019-05-11 00:17:29.927921
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.833,0.619,0.11199999999999999,0.109,0.326,0.062,0.9840000000000001,0.429,0.062,"[[241   4]
 [ 45   3]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",42,2019-05-11 00:17:48.634520
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.782,0.815,0.34700000000000003,0.467,0.39899999999999997,0.583,0.82,0.389,0.583,"[[201  44]
 [ 20  28]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",60,2019-05-11 00:18:07.553202
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.8740000000000001,0.7240000000000001,0.43,0.35100000000000003,0.546,0.213,1.0,1.0,0.213,"[[246   0]
 [ 37  10]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",80,2019-05-11 00:18:26.860011
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.815,0.7859999999999999,0.0,0.0,0.557,0.0,1.0,,0.0,"[[238   0]
 [ 54   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",99,2019-05-11 00:18:45.857639
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.84,0.818,0.0,0.0,0.53,0.0,1.0,,0.0,"[[246   0]
 [ 47   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",23,2019-05-11 00:19:14.628190
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.7240000000000001,0.737,0.40700000000000003,0.49700000000000005,0.316,0.833,0.7020000000000001,0.354,0.833,"[[172  73]
 [  8  40]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",43,2019-05-11 00:19:33.991375
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.836,0.784,0.0,0.0,0.664,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",62,2019-05-11 00:19:53.283687
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.805,0.845,0.409,0.513,0.44799999999999995,0.638,0.8370000000000001,0.429,0.638,"[[206  40]
 [ 17  30]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",81,2019-05-11 00:20:12.402643
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.815,0.7,0.0,0.0,0.319,0.0,1.0,,0.0,"[[238   0]
 [ 54   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",99,2019-05-11 00:20:30.669483
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.84,0.785,0.0,0.0,0.363,0.0,1.0,,0.0,"[[246   0]
 [ 47   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-11 00:20:57.452705
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.795,0.7859999999999999,0.22699999999999998,0.348,0.433,0.33299999999999996,0.8859999999999999,0.364,0.33299999999999996,"[[217  28]
 [ 32  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",41,2019-05-11 00:21:17.107021
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.836,0.633,0.0,0.0,0.358,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",60,2019-05-11 00:21:36.269268
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.84,0.875,0.276,0.33799999999999997,0.608,0.255,0.951,0.5,0.255,"[[234  12]
 [ 35  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",79,2019-05-11 00:21:55.031845
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.815,0.847,0.0,0.0,0.499,0.0,1.0,,0.0,"[[238   0]
 [ 54   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",98,2019-05-11 00:22:13.774833
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.84,0.777,0.0,0.0,0.371,0.0,1.0,,0.0,"[[246   0]
 [ 47   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",24,2019-05-11 00:22:41.880560
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.836,0.777,0.0,0.0,0.384,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",44,2019-05-11 00:23:01.966582
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.177,0.684,0.052000000000000005,0.285,0.245,1.0,0.016,0.166,1.0,"[[  4 241]
 [  0  48]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",64,2019-05-11 00:23:22.566203
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.785,0.868,0.47700000000000004,0.5529999999999999,0.493,0.83,0.7759999999999999,0.415,0.83,"[[191  55]
 [  8  39]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",84,2019-05-11 00:23:42.492042
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.825,0.767,0.23,0.215,0.53,0.13,0.983,0.636,0.13,"[[234   4]
 [ 47   7]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",105,2019-05-11 00:24:03.079974
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.188,0.688,0.073,0.28300000000000003,0.245,1.0,0.033,0.165,1.0,"[[  8 238]
 [  0  47]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",23,2019-05-11 00:24:30.549533
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.16399999999999998,0.563,0.0,0.282,0.185,1.0,0.0,0.16399999999999998,1.0,"[[  0 245]
 [  0  48]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",42,2019-05-11 00:24:49.141738
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.812,0.7340000000000001,0.087,0.154,0.285,0.10400000000000001,0.951,0.294,0.10400000000000001,"[[233  12]
 [ 43   5]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",61,2019-05-11 00:25:08.525575
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.84,0.907,0.0,0.0,0.574,0.0,1.0,,0.0,"[[246   0]
 [ 47   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",80,2019-05-11 00:25:27.762482
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.815,0.8640000000000001,0.243,0.308,0.54,0.222,0.95,0.5,0.222,"[[226  12]
 [ 42  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",99,2019-05-11 00:25:46.917221
