Comment,Test,Validation,Training,Correct,AUC,MCC,F1,AVP,TPR,TNR,Prec,Rec,Confusion matrix,LR,Duration (s),Timestamp
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.735,0.582,0.079,0.239,0.223,0.25,0.832,0.229,0.25,"[[183  37]
 [ 33  11]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",98,2019-05-11 19:17:05.447941
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.717,0.665,0.173,0.336,0.285,0.429,0.775,0.276,0.429,"[[217  63]
 [ 32  24]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",20,2019-05-11 19:17:33.683783
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.631,0.588,0.028,0.238,0.196,0.346,0.688,0.182,0.346,"[[179  81]
 [ 34  18]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",38,2019-05-11 19:17:51.400220
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.528,0.596,0.062,0.284,0.247,0.562,0.521,0.19,0.562,"[[125 115]
 [ 21  27]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",56,2019-05-11 19:18:09.743811
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.712,0.578,0.112,0.283,0.288,0.341,0.786,0.242,0.341,"[[173  47]
 [ 29  15]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",74,2019-05-11 19:18:27.907430
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.655,0.525,0.048,0.248,0.18,0.341,0.718,0.195,0.341,"[[158  62]
 [ 29  15]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",92,2019-05-11 19:18:45.571292
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.562,0.612,0.12,0.316,0.263,0.607,0.554,0.214,0.607,"[[155 125]
 [ 22  34]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-11 19:19:13.159039
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.66,0.549,-0.047,0.159,0.175,0.192,0.754,0.135,0.192,"[[196  64]
 [ 42  10]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",42,2019-05-11 19:19:32.690160
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.497,0.543,0.047,0.279,0.239,0.583,0.479,0.183,0.583,"[[115 125]
 [ 20  28]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",61,2019-05-11 19:19:51.694757
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.67,0.491,-0.116,0.084,0.174,0.091,0.786,0.078,0.091,"[[173  47]
 [ 40   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",80,2019-05-11 19:20:10.988934
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.451,0.493,-0.031,0.241,0.235,0.523,0.436,0.156,0.523,"[[ 96 124]
 [ 21  23]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",99,2019-05-11 19:20:30.287797
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.616,0.628,0.17,0.345,0.25,0.607,0.618,0.241,0.607,"[[173 107]
 [ 22  34]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-11 19:20:58.468257
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.683,0.68,0.153,0.327,0.324,0.462,0.727,0.253,0.462,"[[189  71]
 [ 28  24]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",38,2019-05-11 19:21:15.771312
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.576,0.609,0.106,0.307,0.305,0.562,0.579,0.211,0.562,"[[139 101]
 [ 21  27]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",56,2019-05-11 19:21:33.720932
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.67,0.557,0.05,0.243,0.182,0.318,0.741,0.197,0.318,"[[163  57]
 [ 30  14]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",74,2019-05-11 19:21:51.906738
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.648,0.585,0.152,0.331,0.247,0.523,0.673,0.242,0.523,"[[148  72]
 [ 21  23]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",93,2019-05-11 19:22:11.037326
