Comment,Test,Validation,Training,Correct,AUC,MCC,F1,AVP,TPR,TNR,Prec,Rec,Confusion matrix,LR,Duration (s),Timestamp
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.664,0.703,0.197,0.362,0.287,0.571,0.682,0.264,0.571,"[[191  89]
 [ 24  32]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-10 16:19:41.241636
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.689,0.566,-0.003,0.185,0.185,0.212,0.785,0.164,0.212,"[[204  56]
 [ 41  11]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",38,2019-05-10 16:19:58.006230
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.514,0.561,0.025,0.263,0.238,0.521,0.512,0.176,0.521,"[[123 117]
 [ 23  25]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",55,2019-05-10 16:20:14.652240
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.765,0.591,0.106,0.244,0.252,0.227,0.873,0.263,0.227,"[[192  28]
 [ 34  10]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",72,2019-05-10 16:20:31.591999
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.659,0.538,0.081,0.274,0.201,0.386,0.714,0.212,0.386,"[[157  63]
 [ 27  17]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",88,2019-05-10 16:20:48.265478
0,Struc33 S:4 X:20_53,0,0,"[1, 2, 3, 4]",0.539,0.566,0.056,0.279,0.233,0.536,0.539,0.189,0.536,"[[151 129]
 [ 26  30]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-10 18:56:41.392069
0,Struc33 S:4 X:20_53,0,1,"[0, 2, 3, 4]",0.676,0.552,0.036,0.229,0.203,0.288,0.754,0.19,0.288,"[[196  64]
 [ 37  15]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-10 18:56:59.872328
0,Struc33 S:4 X:20_53,0,2,"[0, 1, 3, 4]",0.458,0.578,0.076,0.297,0.201,0.688,0.412,0.19,0.688,"[[ 99 141]
 [ 15  33]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",58,2019-05-10 18:57:18.050129
0,Struc33 S:4 X:20_53,0,3,"[0, 1, 2, 4]",0.648,0.513,-0.051,0.162,0.176,0.205,0.736,0.134,0.205,"[[162  58]
 [ 35   9]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",77,2019-05-10 18:57:36.719794
0,Struc33 S:4 X:20_53,0,4,"[0, 1, 2, 3]",0.511,0.54,0.037,0.271,0.241,0.545,0.505,0.18,0.545,"[[111 109]
 [ 20  24]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",94,2019-05-10 18:57:54.457905
0,Struc33 S:4 X:20_53,0,0,"[1, 2, 3, 4]",0.64,0.627,0.141,0.324,0.22,0.518,0.664,0.236,0.518,"[[186  94]
 [ 27  29]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-10 18:58:19.890869
0,Struc33 S:4 X:20_53,0,1,"[0, 2, 3, 4]",0.679,0.584,0.065,0.254,0.191,0.327,0.75,0.207,0.327,"[[195  65]
 [ 35  17]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",39,2019-05-10 18:58:37.614059
0,Struc33 S:4 X:20_53,0,2,"[0, 1, 3, 4]",0.556,0.559,0.087,0.297,0.215,0.562,0.554,0.201,0.562,"[[133 107]
 [ 21  27]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",57,2019-05-10 18:58:55.981937
0,Struc33 S:4 X:20_53,0,3,"[0, 1, 2, 4]",0.693,0.571,0.06,0.243,0.217,0.295,0.773,0.206,0.295,"[[170  50]
 [ 31  13]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",76,2019-05-10 18:59:14.639308
0,Struc33 S:4 X:20_53,0,4,"[0, 1, 2, 3]",0.47,0.484,0.027,0.271,0.165,0.591,0.445,0.176,0.591,"[[ 98 122]
 [ 18  26]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",94,2019-05-10 18:59:32.353625
0,Struc33 S:4 X:20_53,0,0,"[1, 2, 3, 4]",0.595,0.633,0.161,0.34,0.229,0.625,0.589,0.233,0.625,"[[165 115]
 [ 21  35]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",23,2019-05-10 18:59:59.252029
0,Struc33 S:4 X:20_53,0,1,"[0, 2, 3, 4]",0.673,0.48,-0.078,0.121,0.183,0.135,0.781,0.109,0.135,"[[203  57]
 [ 45   7]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",42,2019-05-10 19:00:18.123328
0,Struc33 S:4 X:20_53,0,2,"[0, 1, 3, 4]",0.538,0.552,0.047,0.273,0.216,0.521,0.542,0.185,0.521,"[[130 110]
 [ 23  25]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",60,2019-05-10 19:00:36.581644
0,Struc33 S:4 X:20_53,0,3,"[0, 1, 2, 4]",0.614,0.543,0.05,0.261,0.19,0.409,0.655,0.191,0.409,"[[144  76]
 [ 26  18]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",80,2019-05-10 19:00:56.115827
0,Struc33 S:4 X:20_53,0,4,"[0, 1, 2, 3]",0.731,0.608,0.15,0.311,0.254,0.364,0.805,0.271,0.364,"[[177  43]
 [ 28  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",99,2019-05-10 19:01:15.557519
0,Struc33 S:4 X:20_53,0,0,"[1, 2, 3, 4]",0.521,0.567,0.083,0.297,0.187,0.607,0.504,0.197,0.607,"[[141 139]
 [ 22  34]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",23,2019-05-10 19:01:42.773654
0,Struc33 S:4 X:20_53,0,1,"[0, 2, 3, 4]",0.753,0.596,0.061,0.206,0.198,0.192,0.865,0.222,0.192,"[[225  35]
 [ 42  10]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",42,2019-05-10 19:02:01.885355
0,Struc33 S:4 X:20_53,0,2,"[0, 1, 3, 4]",0.573,0.606,0.115,0.313,0.276,0.583,0.571,0.214,0.583,"[[137 103]
 [ 20  28]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",61,2019-05-10 19:02:21.087889
0,Struc33 S:4 X:20_53,0,3,"[0, 1, 2, 4]",0.727,0.641,0.085,0.25,0.23,0.273,0.818,0.231,0.273,"[[180  40]
 [ 32  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",81,2019-05-10 19:02:40.699194
0,Struc33 S:4 X:20_53,0,4,"[0, 1, 2, 3]",0.678,0.534,-0.037,0.158,0.202,0.182,0.777,0.14,0.182,"[[171  49]
 [ 36   8]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",101,2019-05-10 19:03:00.222811
